id,title,type,topic_id,content
395,First Order Differential Equations - Variable Separable,C,27,First order differential equations of the form: $$\frac{dy}{dx} = g(y)$$ or $$\frac{dy}{dx} = f(x)g(y)$$ or $$\frac{dy}{dx} = \frac{f(x)}{g(y)}$$ or $$f(x)\frac{dy}{dx} = g(y)$$ is said to be Variable Separable. Such differential equations can be solved by the following: $$\frac{dy}{dx} = g(y) \equiv \frac{1}{g(y)}dy = 1dx \equiv \int \frac{1}{g(y)}dy = \int 1dx$$ or $$\frac{dy}{dx} = f(x)g(y) \equiv \frac{1}{g(y)}dy = f(x)dx \equiv \int \frac{1}{g(y)}dy = \int f(x)dx$$
396,First Order Differential Equations - Substitution,C,27,"Differential equations such as $$x\frac{dy}{dx} = x + y$$ and $$\frac{dy}{dx} = \cos (x - y)$$ cannot be solved by direct integration and they are not variable separable. By using a suitable Substitution: $$y = f(x,u)$$: a given differential equation in x and y may be reduced into a simpler differential equation in x and u. This simpler differential equation can then be solved by direct integration or variable separable."
397,Second Order Differential Equations,C,27,Second order differential equations of the form :$$\frac{d^2y}{dx^2} = f(x)$$ can be solved by applying Direct Integration twice: $$\frac{dy}{dx} = \int f(x)dx + A$$ and $$y = \int (\int f(x)dx)dx + Ax + B$$ where A and B are Arbitrary Constants of Integration and $$y = \int (\int f(x)dx)dx + Ax + B$$ is called the General Solution.
398,Application of Integration - Volume,C,24,"(1) Volume of Revolution about the x - axis: $$V_{r} = \int_{a}^{b}\pi y^2dx$$ or $$\pi \int_{a}^{b}(f(x))^2dx$$  
;(2) Volume of Revolution about the y - axis: $$V_{y} = \int_{c}^{d} \pi x^2dy$$ or $$\pi \int_{c}^{d}(g(y))^2dy$$ 
;(3) Volume generated by Area Between Two Curves: $$V = \int_{a}^{b}(\pi y_{1}^2 - \pi y_{2}^2)dx$$ or $$\pi \int_{a}^{b}(f_{1}(x))^2 - (f_{2}(x))^2)dx$$  
;(4) Volume of Revolution about the Horizontal Line y = h: $$V = \int_{a}^{b} \pi(y - h)^2dx$$ or $$\pi \int_{a}^{b}(f(x) - h)^2dx$$  
;(5) Volume of Revolution about the Vertical Line x = k: $$V = \int_{c}^{d} \pi (x - k)^2dy$$ or $$\pi \int_{c}^{d} (g(y) - k)^2dy$$"
399,Applications of Differential Equations - Family of Solution Curves,C,27,"Given a differential equation $$\frac{dy}{dx} = f(x)$$, its general solution $$y = \int f(x)dx + A$$ is geometrically represented by a family of solution curves. 
;When sketching the family of solution curves of a differential equation, unless otherwise stated, it is a usual practice to sketch: 
;(i) one particular solution curve for $$A=0$$  
;(ii) one or two particular solution curves for $$A > 0$$  
;(iii) one or two particular solution curves for $$A < 0$$"
400,Applications of Differential Equations - Formulation of Differential Equations,C,27,"If a physical quantity $$y$$ varies continuously with time $$t : y = f(t)$$. Hence, the rate of change of $$y : \frac{dy}{dt}$$ is not constant. 
;But $$\frac{dy}{dt}$$ varies with $$y$$ itself : $$\frac{dy}{dt} = g(y)$$. Such a rate of change is known as Rate of Growth or Rate of Decay. Solving this differential equation $$\frac{dy}{dt} = g(y)$$ will give the function $$ y = f(t)$$"
401,Vector Algebra,C,12,"(1) Vector Addition: The vector sum $$a + b$$ is obtained by the Polygon Law of Vector Addition.  
;(2) Vector Subtraction: Vector Difference $$a - b$$ is defined as the vector sum $$a + ( - b )$$  
;(3) Scalar Multiplication of Vectors: 
;(i) If $$k > 0$$: $$ka$$ is in the same direction as $$a$$ 
;(ii) If $$k < 0$$: $$ka$$ is in the opposite direction to $$a$$ 
;(iii) If $$k = 0$$: $$ka = 0$$ "
402,Laws of Vector Algebra,C,12,"(1) Commutative Law: $$a + b = b + a$$  
;(2) Associative Law: $$a + (b + c) = (a + b) + c$$  
;(3) Commutative Law of Scalar Multiplication: $$\lambda a = a \lambda$$  
;(4) Associative Law of Scalar Multiplication: $$\lambda (\mu a) = (\lambda \mu)a$$  
;(5) Distributive Law of Scalar Multiplication: 
;(i) $$(\lambda + \mu)a = \lambda a + \mu a$$  
;(ii)$$\lambda (a + b) = \lambda a + \lambda b$$"
403,Vector Theorems - Mid Point Theorem,F,12,Given two points A and B on the plane with position vectors a and b: The mid point M of AB with position vector m is given by: $$m = \frac{a + b}{2}$$
404,Vector Theorems - Ratio Theorem,F,12,Given two points A and B on the plane with position vectors a and b: the point M with position vector m which divides AB internally in the ratio $$\lambda : \mu$$ is given by $$m = \frac{\mu a + \lambda b}{\lambda + \mu}$$
405,Distance between Two Points in a Two - Dimensional Plane,F,12,"Given two points $$A(a_{1},a_{2})$$ and $$B(b_{1},b_{2})$$; distance between A and B is given by : $$AB = |\overrightarrow{AB}| = \sqrt{(b_{1} - a_{1})^2 + (b_{2} - a_{2})^2}$$"
406,Distance between Two Points in a Three - Dimensional Plane,F,12,"Given two points $$A(a_{1},a_{2},a_{3})$$ and $$B(b_{1},b_{2},b_{3})$$; distance between A and B is given by : $$AB = |\overrightarrow{AB}| = \sqrt{(b_{1} - a_{1})^2 + (b_{2} - a_{2})^2 + (b_{3} - a_{3})^2}$$"
407,Scalar Product of Two Vectors,F,12,"The Scalar Product or Dot Product or Inner Product of a and b, denoted by $$a \bullet b$$ is defined by $$a \bullet b = |a||b|\cos \theta$$ where $$\theta$$ is the angle between a and b"
408,Properties of Scalar Product,C,12,"(1) $$a \bullet b$$ is a scalar, and not a vector.  
;(2) If either a = 0 or b = 0, then $$a \bullet b = 0$$  
;(3) Commutative Law: $$a \bullet b = b \bullet a$$  
;(4) Distributive Law: $$a \bullet (b + c) = (a \bullet b) + ( a \bullet c)$$  
;(5) $$\lambda (a \bullet b) = (\lambda a) \bullet b = a \bullet (\lambda b)$$ and $$\alpha a \bullet \beta b = (\alpha \times \beta)a \bullet b$$  
;(6)$$a \bullet b > 0 \iff 0^{o} < \theta < 90^{o}$$ and $$a \bullet b < 0 \iff 90^{o} < \theta < 180^{o}$$"
409,Scalar Product of Parallel and Perpendicular Vectors,F,12,"(a) Parallel Vectors: $$a // b$$ and in the same direction $$\iff a \bullet b = |a||b| = ab$$  
;(b) Perpendicular Vectors: $$a \bot b \iff a \bullet b = 0$$"
410,Scalar Product - Two Dimensional Vectors,F,12,$$a \bullet b = (a_{1}i + a_{2}j) \bullet (b_{1}i + b_{2}j) = a_{1}b_{1} + a_{2}b_{2}$$
411,Scalar Product - Three Dimensional Vectors,F,12,$$a \bullet b = (a_{1}i + a_{2}j + a_{3}k) \bullet (b_{1}i + b_{2}j + b_{3}k) = a_{1}b_{1} + a_{2}b_{2} + a_{3}b_{3}$$
412,Applications of Scalar Product - Angle Between Two Vectors,F,12,$$a \bullet b = |a||b| \cos \theta \Rightarrow \cos \theta = \frac{a \bullet b}{|a||b|} = \hat{a} \bullet \hat{b} \Rightarrow \theta = \cos^{-1} (\hat{a} \bullet \hat{b})$$
413,Applications of Scalar Product - Projection,F,12,$$ p = |\frac{a \bullet b}{b}|$$ or $$|a \bullet \hat{b}|$$ 
414,Vector Product of Two Vectors,F,12,$$a \times b = |a||b|\sin \theta \hat{n}$$ or $$ab \sin \theta \hat{n}$$ where $$\theta$$ is the angle between a and b and $$\hat{n}$$ is the unit vector perpendicular to both a and b
415,Properties of Vector Product,C,12,"(i) $$a \times b$$ is a vector, which is normal to the plane containing both a and b.  
;(ii) If either $$a = 0$$ or $$b = 0$$, then $$a \times b = 0$$  
;(iii) Vector Product is not commutative: $$a \times b \neq b \times a$$  
;(iv) Distributive Law of Vector Product: $$a \times ( b + c) = (a \times b) + (a \times c)$$  
;(v) $$\lambda (a \times b) = (\lambda a) \times b = a \times ( \lambda b)$$ and $$(\alpha a) \times (\beta b) = \alpha \beta (a \times b)$$"
416,Vector Product of Parallel and Perpendicular Vectors,F,12,"(a) Parallel Vectors: $$a // b \iff a \times b$$ and $$|a \times b| = 0$$  
;(b) Perpendicular Vectors: $$a \bot b \iff a \times b = |a||b| \hat{n} = ab \hat{n}$$ and $$ |a \times b| = |a||b| = ab$$"
417,Vector Product - Cartesian Component Form,F,12,$$a \times b = (a_{2}b_{3} - a_{3}b_{2})i - (a_{1}b_{3} - a_{3}b_{1})j + (a_{1}b_{2} - a_{2}b_{1})k$$
418,Geometric Relation between Scalar and Vector Products,C,12,"(i) $$OP$$ is the Length of Projection of a onto b: $$OP = |a|\cos \theta = \frac{|a \bullet b|}{|b|}$$ and $$\overrightarrow{OP} = (a \bullet \hat{b}) \hat{b}$$  
;(ii) $$P$$ is the Foot of the Perpendicular from $$A$$ to $$OB$$ and $$AP$$ is the Perpendicular Distance from $$A$$ to $$OB$$  
;$$AP = |a|\sin \theta = \frac{|a \times b|}{|b|}$$ and $$\overrightarrow{AP} = \overrightarrow{OP} - \overrightarrow{OA} = (a \bullet \hat{b}) \hat{b} - a$$"
419,Area of a Parallelogram,F,12,Area of parallelogram $$OACB = |a \times b|$$
420,Area of a Triangle,F,12,Area of triangle $$OAB = \frac{1}{2}|a \times b|$$
421,Vector Equation of a Straight Line,F,12,"(a) Given a Known Fixed Point and a Specified Direction: Given that a Line $$l$$ passes through a Fixed Point $$A$$ with Position Vector $$a = a_{1}i + a_{2}j + a_{3}k$$ and that line $$l$$ is parallel to a Specified Direction given by a Direction Vector $$b = b_{1}i + b_{2}j + b_{3}k$$ then a Vector Equation of the Line $$l$$ is given by: $$r = a + \lambda b$$, $$\lambda \in R$$  
;
;(b) Given that a Line $$l$$ passes through Two Fixed Points $$A$$ and $$B$$ with position vectors $$a$$ and $$b$$ respectively, then a direction vector of the line $$l$$ is given by $$\overrightarrow{AB} = b - a$$ or $$\overrightarrow{BA} = a- b$$, thus the Vector Equation of the Line $$l$$ is given by: $$r = a + \lambda (b - a)$$ or $$r = a + \lambda (a - b)$$ or $$r = b + \lambda (b - a)$$ or $$r = b + \lambda (a - b)$$ where $$\lambda \in R$$"
422,Cartesian Equation of a Straight Line,F,12,$$\frac{x - a_{1}}{b_{1}} = \frac{y - a_{2}}{b_{2}} = \frac{z - a_{3}}{b_{3}}$$
423,Vector Equation of a Plane - Parametric Form,F,12,"Given that a Plane $$\pi$$ passes through a Fixed Point $$A$$ with a position vector $$a = a_{1}i + a_{2}j + a_{3}k$$, and that $$\pi$$ is parallel to 2 non-parallel Direction Vectors $$b = b_{1}i + b_{2}j + b_{3}k$$ and $$c = c_{1}i + c_{2}j + c_{3}k$$, then a Vector Equation of the Plane $$\pi$$ in Parametric Form is given by: $$r = a + \lambda b + \mu c$$, where $$ \lambda , \mu \in R$$"
424,Vector Equation of a Plane - Scalar Product Form,F,12,"Given that a Plane $$\pi$$ passes through a Fixed Point $$A$$ with a position vector $$a = a_{1}i + a_{2}j + a_{3}k$$, and that $$\pi$$ is perpendicular to a Normal Vector $$n = n_{1}i + n_{2}j + n_{3}k$$, then a Vector Equation of the Plane $$\pi$$ in Scalar Product Form is given by: $$r \bullet n = a \bullet n = p$$ or $$r \bullet \hat{n} = a \bullet \hat{n} = d$$"
425,Vector Equation of a Plane - Cartesian,F,12,"Given that a plane $$\pi$$ passes through a Fixed Point $$A$$ with position vector $$a = a_{1}i + a_{2}j + a_{3}k$$, and that $$\pi$$ is perpendicular to a Normal Vector $$n = n_{1}i + n_{2}j + n_{3}k$$:
;$$r \bullet n = a \bullet n$$
;$$ax + by + cz = p$$ "
426,Vector Equation of a Plane - Planes Parallel to the Co-ordinate Planes ,C,12,"(i) Plane $$\pi$$ passes through $$A(a_{1}, a_{2}, a_{3})$$ and parallel to the xy - plane: $$z = a_{3}$$
;(ii) Plane $$\pi$$ passes through $$A(a_{1}, a_{2}, a_{3})$$ and parallel to the xz - plane: $$y = a_{2}$$
;(iii) Plane $$\pi$$ passes through $$A(a_{1}, a_{2}, a_{3})$$ and parallel to the yz - plane: $$x = a_{1}$$"
427,Three Dimensional Vector Geometry - A Point and A Line,C,12,"(a) A Point Lying on A Line:
;
;(i) Given a Point $$P(p_{1}, p_{2}, p_{3})$$ and a line $$l : \frac{x - a_{1}}{b_{1}} = \frac{y - a_{2}}{b_{2}} = \frac{z - a_{3}}{b_{3}}$$:
;P lies on $$l \iff \frac{p_{1} - a_{1}}{b_{1}} = \frac{p_{2} - a_{2}}{b_{2}} = \frac{p_{3} - a_{3}}{b_{3}}$$
;Otherwise P does not lie on $$l$$.
;(ii) Given a Point $$P$$ with position vector $$p = p_{1}i + p_{2}j + p_{3}k$$ and a line $$l: r = a + \lambda b$$
;P lies on $$l \iff p = a + \lambda b$$ gives a Unique Solution for $$\lambda$$
;Otherwise P does not lie on $$l$$.
;
;(b) Foot of the Perpendicular from a Point to a Line:
;(i) Since $$F$$ lies on $$l$$ : $$\overrightarrow{OF} = a + \lambda b$$
;(ii) $$\overrightarrow{PF} = \overrightarrow{OF} - \overrightarrow{OP} = a + \lambda b - p$$
;(iii) Since $$\overrightarrow{PR} \bot l$$: $$\overrightarrow{PF} \bullet b = 0$$ Solve for $$\lambda$$
;(iv) Substitute $$\lambda$$ into $$\overrightarrow{OF}$$ : $$\overrightarrow{OF} = a + \lambda b$$
;
;(c) Perpendicular Distance from a Point to a Line
;(i) Since $$F$$ lies on $$l$$ : $$\overrightarrow{OF} = a + \lambda b$$
;(ii) $$\overrightarrow{PF} = \overrightarrow{OF} - \overrightarrow{OP} = a + \lambda b - p$$
;(iii) Since $$\overrightarrow{PR} \bot l$$: $$\overrightarrow{PF} \bullet b = 0$$ Solve for $$\lambda$$
;(iv) Substitute $$\lambda$$ into $$\overrightarrow{PF}$$ : $$\overrightarrow{PF} = a + \lambda b - p$$
;(v) $$PF = |\overrightarrow{PF}| = |a + \lambda b - p|$$
; "
428,Three Dimensional Vector Geometry - A Pair of Lines,C,12,"(a) Parallel, Intersecting and Skew Lines:
;(i) Parallel Lines: $$l_{1} // l_{2} \iff b_{1} // b_{2} \iff b_{1} = k b_{2}$$
;(ii) Intersecting Lines: $$b_{1} \neq k b_{2}$$ and $$r_{1} = r_{2} \implies a_{1} + \lambda b_{1} = a_{2} + \mu b_{2}$$ gives a unique pair of solution for $$\lambda$$ and $$\mu$$
;(iii) Skew Lines: $$b_{1} \neq k b_{2}$$ and $$r_{1} = r_{2} \implies a_{1} + \lambda b_{1} = a_{2} + \mu b_{2}$$ has no unique pair of solution for $$\lambda$$ and $$\mu$$
;
;(b) Angle Between a Pair of Lines
;Given a pair of intersecting or a pair of skew lines:
;$$l_{1} : r_{1} = a_{1} + \lambda b_{1}$$
;$$l_{2} : r_{2} = a_{2} + \mu b_{2}$$
;$$\theta  = \cos^{-1} \frac{|b_{1} \bullet b_{2}|}{|b_{1}||b_{2}|}$$ or $$\cos^{-1}| \hat{b_{1}} \bullet \hat{b_{2}}|$$
;
;(c) Distance Between a Pair of Parallel Lines
;Given a pair of parallel lines:
;$$l_{1} : r_{1} = a_{1} + \lambda b_{1}$$
;$$l_{2} : r_{2} = a_{2} + \mu b_{2}$$
;Perpendicular distance $$d = |(a_{1} - a_{2}) \times \hat{b}|$$"
429,Three Dimensional Vector Geometry - A Line and A Plane,C,12,"(a) Three cases
;(i) Line lies on Plane: Substituting $$r = a + \lambda b$$ into $$r \bullet n = p$$ : $$(a + \lambda b) \bullet n = p$$ satisfied for all $$\lambda \in R$$
;(ii) Line is parallel to but does not lie on Plane: Substituting $$r = a + \lambda b$$ into $$r \bullet n = p$$ : $$(a + \lambda b) \bullet n = p$$ not satisfied for any $$\lambda \in R$$
;(iii) Line is not parallel to Plane: Substituting $$r = a + \lambda b$$ into $$r \bullet n = p$$ : $$(a + \lambda b) \bullet n = p$$ satisfied for a value of $$\lambda$$
;
;(b) Angle Between a Line and a Plane
;Given a line $$l: r = a + \lambda b$$ and a plane $$\pi : r \bullet n = p$$
;The Angle $$\theta$$ between the line and the plane $$\pi$$ is given by: 
;$$\theta = \sin^{-1} \frac{|b \bullet n|}{|b||n|}$$ or $$\theta = \sin^{-1} |\hat{b} \bullet \hat{n}|$$
;
;(c) Projection of a Vector Onto a Plane
;Given a vector $$v$$ and a plane $$\pi: r \bullet n = p$$:
;Length of Projection $$q = |v \times \hat{n}|$$
;
;(d) Distance Between a Plane and a Parallel Line
;(i) $$\pi$$': $$r \bullet n = a \bullet n = p'$$
;(ii) $$ r  = \frac{|p - p'|}{|n|}$$
;Thus $$ r =  \frac{|p - a \bullet n|}{|n|}$$"
430,Three Dimensional Vector Geometry - A Point and A Plane,C,12,"(a) Point lying on a Plane
;(i) Given a point $$Q(q_{1}, q_{2}, q_{3})$$ and a plane $$\pi : ax + by + cz = p$$:
;Q lies on $$\pi \iff aq_{1} + bq_{2} + cq_{3} = p$$
;Otherwise, $$Q$$ does not lie on $$\pi$$
;(ii) Given a point $$Q$$ with position vector $$q = q_{1}i + q_{2}j + q_{3}k$$ and a plane $$\pi: r = a + \lambda b + \mu c$$
;Q lies on $$\pi \iff q = a + \lambda b + \mu c$$ gives a Unique pair of Solution for $$\lambda$$ and $$\mu$$
;Otherwise, Q does not lie on $$\pi$$.
;
;(b) Foot for the Perpendicular from a Point to a Plane
;(i) Find the equation of line $$l_{QF}$$ which passes through Q and F and perpendicular to $$\pi$$:
;$$l_{QF}: r = q + \lambda n$$
;(ii) Find the point F of intersection of the line $$l_{QF}$$ with the plane $$\pi$$, by solving for $$\lambda$$:
;$$(q + \lambda n) \bullet n = p$$
;$$\therefore \overrightarrow{OF} = q + \lambda n$$
;
;(c) Perpendicular Distance from a Point to a Plane
;(1) 3 Step Method
;(i) Find the equation of line $$l_{QF}$$ which passes through Q and F and perpendicular to $$\pi$$:
;$$l_{QF}: r = q + \lambda n$$
;(ii) Find the point F of intersection of the line $$l_{QF}$$ with the plane $$\pi$$, by solving for $$\lambda$$:
;$$(q + \lambda n) \bullet n = p$$
;(iii) $$\therefore QF = |\overrightarrow{QF}| = |f - q| = |q + \lambda n - q| = |\lambda n|$$
;
;(2) Dot Product Method
;(i) Find $$\overrightarrow{QA} = a - q$$
;(ii) $$QF = |\overrightarrow{QA} \bullet \hat{n}|$$"
431,Three Dimensional Vector Geometry - A Pair of Planes,C,12,"Parallel Planes: $$\pi_{1} // \pi_{2} \iff n_{1} // n_{2} \iff n_{1} = kn_{2}$$
;Intersecting Planes: $$\pi_{1}$$ not parallel to $$\pi_{2} \iff n_{1}$$ not parallel to $$n_{2} \iff n_{1} \neq kn_{2}$$
;
;(a) Distance between a Pair of Parallel Planes:
;$$\pi_{1}: r \bullet n = p_{1}$$
;$$\pi_{2}: r \bullet n = p_{2}$$
;The Perpendicular Distance $$r = \frac{|p_{1} - p_{2}|}{|n|}$$
;
;(b) Angle Between a Pair of Planes:
; Given a pair of distinct planes:
;$$\pi_{1}: r \bullet n_{1} = p_{1}$$
;$$\pi_{2}: r \bullet n_{2} = p_{2}$$
;The Angle $$\theta = \cos^{-1} \frac{|n_{1} \bullet n_{2}|}{|n_{1}||n_{2}|}$$ or $$\theta = \cos^{-1} |\hat{n_{1}} \bullet \hat{n_{2}}|$$
;
;(c) Line of Intersection of a Pair of Planes:
;(1) Method 1
;(i) Find $$n_{1} \times n_{2}$$
;(ii) Find a common point A with position vector a lying in both $$\pi_{1}$$ and $$\pi_{2}$$
;(iii) $$\therefore L: r = a + \lambda (n_{1} \times n_{2})$$
;(2) Method 2
;(i) Solve the simultaneous equations: $$a_{1}x + b_{1}y + c_{1}z = p_{1}$$ and $$a_{2}x + b_{2}y + c_{2}z = p_{2}$$ by expressing x, y and z in terms of z alone
;(ii) $$L : r = a + \lambda b$$"
432,Three Dimensional Vector Geometry - Three Planes,C,12,"(a) Three Planes Intersect at a Point
;Solution to the system of simultaneous equations will give a unique triple $$(x_{1}, y_{1}, z_{1})$$. The Point $$P$$ of Intersection is $$P(x_{1}, y_{1}, z_{1})$$.
;
;(b) Three Planes Intersect In a Line
;Solution to the system of simultaneous equations will give an infinite set of solutions. The line $$L$$ of intersection is this set of infinite solution.
;
;(c) No Common Point or Common Line of Intersection
;The system of simultaneous equations will yield no solution. Geometrically, this corresponds to one of the following 3 cases:
;(i) Three Parallel Planes
;(ii) Two Parallel Planes
;(iii) No Parallel Planes"
433,Algebra of Complex Numbers,F,17,"(a) Equality of Complex Numbers:
;$$z_{1} = z_{2} \iff x_{1} = x_{2}$$ and $$y_{1} = y_{2}$$
;
;(b) Addition of Complex Numbers:
;$$z_{1} + z_{2} = (x_{1} + y_{1}i) + (x_{2} + y_{2}i) = (x_{1} + x_{2}) + (y_{1} + y_{2})i$$
;
;(c) Subtraction of Complex Numbers:
;$$z_{1} - z_{2} = (x_{1} + y_{1}i) - (x_{2} + y_{2}i) = (x_{1} - x_{2}) + (y_{1} - y_{2})i$$
;
;(d) Multiplication of a Complex Number by a Real Number:
;Given $$z = x + yi \in C$$ and $$k \in R$$
;$$kz = k(x + yi) = kx + kyi$$
;
;(e) Multiplication of Complex Numbers:
;$$z_{1}z_{2} = (x_{1} + y_{1}i) (x_{2} + y_{2}i) = x_{1}x_{2} + x_{1}y_{2}i + x_{2}y_{1}i - y_{1}y_{2} = (x_{1}x_{2} - y_{1}y_{2}) + (x_{2}y_{1} + x_{1}y_{2})i$$
;
;(f) Division of Complex Numbers:
;$$\frac{z_{1}}{z_{2}} = \frac{z_{1}z_{2}^*}{z_{2}z_{2}^*} = \frac{(x_{1} + y_{1}i)(x_{2} - y_{2}i)}{(x_{2} + y_{2}i)(x_{2} - y_{2}i)} = \frac{(x_{1}x_{2} + y_{1}y_{2}) + (-x_{1}y_{2} + x_{2}y_{1})i}{x_{2}^2 + y_{2}^2}$$"
434,Laws of Algebra of Complex Numbers,C,17,"(1) Addition in C is Commutative: $$z_{1} + z_{2} = z_{2} + z_{1}$$
;(2) Addition in C is Associative: $$z_{1} + (z_{2} + z_{3}) = (z_{1} + z_{2}) + z_{3}$$
;(3) Multiplication in C is Commutative: $$z_{1}z_{2} = z_{2}z_{1}$$
;(4) Multiplication in C is Associative:$$z_{1}(z_{2}z_{3}) = (z_{1}z_{2})z_{3}$$
;(5) Distributive Law in C:$$z_{1}(z_{2} + z_{3}) = z_{1}z_{2} + z_{1}z_{3}$$"
435,Properties of Conjugate Complex Numbers,C,17,"(a) $$(z^*)^* = ((x + yi)^*)^* = (x - yi)^* = x + yi = z$$
;(b) $$z + z^* = (x + yi) + (x - yi) = 2x = 2Re(z)$$
;(c) $$z - z^* = (x + yi) - (x - yi) = 2yi = 2Im(z)i$$
;(d) $$z z^* = (x + yi)(x - yi) = x^2 - (yi)^2 = x^2 + y^2$$
;(e) $$(z_{1} \pm z_{2})^* = z_{1}^* \pm z_{2}^*$$
;(f) $$(z_{1} z_{2})^* = z_{1}^* z_{2}^*$$
;(g) $$(z_{1} / z_{2}) = z_{1}^* /  z_{2}^*$$
;(h) $$(kz)^* = kz^*$$
;(i) $$(z^2)^* = (z^*)^2$$ "
436,Theorems in Complex Algebra,C,17,"(a) Fundamental Theorem of Algebra
;A Polynomial Equation of Degree n :
;$$a_{0} + a_{1}x + a_{2}x^2 + a_{3}x^3 + ... + a_{n-1}x^{n-1} + a_{n}x^{n} = 0$$ has exactly n roots, taking into consideration repeated roots and complex roots.
;
;(b) Conjugate Roots Theorem
;Given a Polynomial Equation with Real Coefficients:
;$$a_{0} + a_{1}x + a_{2}x^2 + a_{3}x^3 + ... + a_{n-1}x^{n-1} + a_{n}x^{n} = 0$$ where $$a_{0}, a_{1}, a_{2}, ... , a_{n-1}, a_{n} \in R$$. If $$z$$ is a complex root of the equation, then $$z^*$$ is also a complex root of the equation."
437,Modulus of a Complex Number,F,17,"Modulus of $$z$$: $$r = |z| = |x + yi| = \sqrt{x^2 + y^2}$$
"
438,Complex Numbers in Trigonometric Form,F,17,"(a) Multiplication:
;Let $$z_{1} = r_{1}(\cos \theta_{1} + i \sin \theta_{1})$$ and $$z_{2} = r_{2}(\cos \theta_{2} + i \sin \theta_{2})$$
;Thus, $$z_{1}z_{2} = r_{1}r_{2}( \cos (\theta_{1} + \theta_{2}) + i \sin (\theta_{1} + \theta_{2}))$$
;$$|z_{1}z_{2}|  = r_{1}r_{2} = |z_{1}||z_{2}|$$
;$$arg(z_{1}z_{2}) = \theta_{1} + \theta_{2} = arg z_{1} + arg z_{2}$$
;
;(b) Division:
;Let $$z_{1} = r_{1}(\cos \theta_{1} + i \sin \theta_{1})$$ and $$z_{2} = r_{2}(\cos \theta_{2} + i \sin \theta_{2})$$
;$$\frac{z_{1}}{z_{2}} = \frac{r_{1}}{r_{2}}(\cos (\theta_{1} - \theta_{2}) + i \sin (\theta_{1} - \theta_{2}))$$
;$$|\frac{z_{1}}{z_{2}}| = \frac{r_{1}}{r_{2}} = \frac{|z_{1}|}{|z_{2}|}$$
;$$arg(\frac{z_{1}}{z_{2}}) = \theta_{1} - \theta_{2} = arg z_{1} - arg z_{2}$$ "
439,Geometry of Complex Numbers in Trigonometric Form,F,17,"(a) Unit of Complex Numbers: 
;A complex number with $$|z| = \sqrt{x^2 + y^2} = 1$$: $$z = \cos \theta + i \sin \theta$$
;
;(b) Negative of $$z$$
;$$z = r (\cos \theta + i \sin \theta)$$
;$$- z = r (\cos (\theta \pm \pi) + i \sin (\theta \pm \pi))$$
;$$arg(-z) = \theta \pm \pi = arg(z) \pm \pi$$
;
;(c) Conjugate of $$z$$
;$$z = r (\cos \theta + i \sin \theta)$$
;$$z^* = r (\cos (-\theta) + i \sin (-\theta))$$
;$$|z^*| = r = |z|$$
;$$arg(z^*) = -\theta = - arg(z)$$
;
;(d) Reciprocal of $$z$$
;$$z = r (\cos \theta + i \sin \theta)$$
;$$\frac{1}{z} = \frac{1}{r}(\cos (-\theta) + i \sin (-\theta))$$
;$$|\frac{1}{z}| = \frac{1}{r} = \frac{1}{|z|}$$ and $$arg(\frac{1}{z}) = -\theta = - arg(z)$$
;
;(e) $$kz$$
;$$z = r (\cos \theta + i \sin \theta)$$
;$$kz = kr (\cos \theta + i \sin \theta)$$
;$$|kz| = kr = k|z|$$
;$$arg(kz) = \theta = arg(z)$$
;
;(f) $$iz$$
;$$z = r (\cos \theta + i \sin \theta)$$
;$$iz = r (\cos (\theta + \pi/2) + i \sin (\theta + \pi/2))$$
;$$|iz| = r = |z|$$
;$$arg(iz) = \theta + \pi/2 = arg(z) + \pi/2$$"
440,Algebra of Complex Numbers in Exponential Form,C,17,"Let $$z_{1} = r_{1}e^{i \theta_{1}}$$ and $$z_{2} = r_{2}e^{i \theta_{2}}$$
;
;(1) $$z_{1}z_{2} = r_{1}e^{i \theta_{1}} r_{2}e^{i \theta_{2}} =  r_{1}r_{2}e^{i(\theta_{1} + \theta_{2})}$$
;(2) $$\frac{z_{1}}{z_{2}} = \frac{ r_{1}e^{i \theta_{1}}}{ r_{2}e^{i \theta_{2}}} = \frac{r_{1}}{r_{2}}e^{i(\theta_{1} - \theta_{2})}$$
;
;Let $$z =  re^{i \theta}$$ and $$k \in R^{+}$$
;(1) $$kz = kre^{i \theta}$$
;(2) $$iz = e^{i(\pi/2)}re^{i \theta} = re^{i(\theta + \pi/2)}$$
;(3) $$-z = -re^{i \theta} = e^{i(\pm \pi)}re^{i \theta} = re^{i (\theta \pm \pi)}$$
;(4) $$z^* = (re^{i \theta})^* = r(e^{i \theta})^* = re^{i (-\theta)}$$
;(5) $$1/z = z^{-1} = (re^{i \theta})^{-1} = r^{-1}e^{i (-\theta)}$$
;(6) $$z z^* = re^{i \theta}re^{i (-\theta)} = r^2e^{i (\theta - \theta)} = r^2e^0 = r^2 = |z|^2$$"
