id,question_id,tagdefinition_id
497,19950400105,151
498,19950400105,155
499,19950400106,27
500,19950400106,44
501,19950400106,53
502,19950400106,62
503,19950400106,90
504,19950400106,121
505,19950400106,139
506,19950400106,159
507,19950400106,177
508,19950400106,179
509,19950400107,1
510,19950400107,35
511,19950400107,58
512,19950400107,61
513,19950400107,90
514,19950400107,107
515,19950400107,112
516,19950400107,127
517,19950400107,132
518,19950400107,139
519,19950400107,142
520,19950400108,27
521,19950400108,32
522,19950400108,104
523,19950400108,110
524,19950400108,117
525,19950400108,145
526,19950400108,249
527,19950400108,279
528,19950400108,287
529,19950400108,288
530,19950400109,7
531,19950400109,27
532,19950400109,76
533,19950400109,81
534,19950400109,90
535,19950400109,130
536,19950400109,135
537,19950400109,148
538,19950400109,149
539,19950400109,155
540,19950400109,229
541,19950400110,1
542,19950400110,28
543,19950400110,32
544,19950400110,36
545,19950400110,65
546,19950400110,90
547,19950400110,102
548,19950400110,107
549,19950400110,112
550,19950400110,120
551,19950400110,124
552,19950400110,132
553,19950400110,139
554,19950400110,142
555,19950400111,57
556,19950400111,102
557,19950400111,107
558,19950400111,112
559,19950400111,124
560,19950400111,132
561,19950400111,139
562,19950400111,144
563,19950400112,4
564,19950400112,32
565,19950400112,34
566,19950400112,36
567,19950400112,41
568,19950400112,61
569,19950400112,77
570,19950400112,81
571,19950400112,90
572,19950400112,102
573,19950400112,112
574,19950400112,124
575,19950400112,132
576,19950400112,134
577,19950400112,139
578,19950400112,147
579,19950400113,4
580,19950400113,34
581,19950400113,36
582,19950400113,57
583,19950400113,65
584,19950400113,90
585,19950400113,102
586,19950400113,124
587,19950400113,132
588,19950400113,142
589,19950400113,144
590,19950400114,1
591,19950400114,4
592,19950400114,21
593,19950400114,32
594,19950400114,84
595,19950400114,90
596,19950400114,139
597,19950400115,1
598,19950400115,4
599,19950400115,25
600,19950400115,36
601,19950400115,56
602,19950400115,70
603,19950400115,93
604,19950400115,107
605,19950400115,124
606,19950400115,139
607,19950400116,25
608,19950400116,36
609,19950400116,47
610,19950400116,107
611,19950400116,112
612,19950400116,124
613,19950400116,126
614,19950400116,139
615,19950400117,4
616,19950400117,32
617,19950400117,34
618,19950400117,41
619,19950400117,45
620,19950400117,65
621,19950400117,90
622,19950400117,139
623,19960100101,26
624,19960100101,81
625,19960100101,90
626,19960100101,225
627,19960100101,226
628,19960100101,227
629,19960100102,121
630,19960100102,139
631,19960100102,217
632,19960100103,26
633,19960100103,27
634,19960100103,73
635,19960100103,76
636,19960100103,90
637,19960100103,148
638,19960100103,152
639,19960100103,201
640,19960100104,276
641,19960100104,287
642,19960100105,21
643,19960100105,233
644,19960100105,234
645,19960100106,7
646,19960100106,26
647,19960100106,82
648,19960100106,135
649,19960100106,144
650,19960100106,224
651,19960100107,248
652,19960100107,250
653,19960100107,251
654,19960100108,4
655,19960100108,65
656,19960100108,79
657,19960100108,90
658,19960100108,92
659,19960100108,106
660,19960100108,141
661,19960100109,4
662,19960100109,7
663,19960100109,16
664,19960100109,18
665,19960100109,20
666,19960100109,32
667,19960100109,86
668,19960100109,90
669,19960100109,99
670,19960100109,113
671,19960100109,117
672,19960100110,7
673,19960100110,26
674,19960100110,27
675,19960100110,32
676,19960100110,90
677,19960100110,104
678,19960100110,117
679,19960100110,274
680,19960100110,276
681,19960100110,287
682,19960100110,288
683,19960100111,10
684,19960100111,122
685,19960100111,245
686,19960100111,248
687,19960100111,249
688,19960100112,5
689,19960100112,25
690,19960100112,29
691,19960100112,56
692,19960100112,121
693,19960100112,131
694,19960100112,145
695,19960100112,151
696,19960100113,49
697,19960100113,70
698,19960100113,78
699,19960100113,139
700,19960100113,201
701,19960100114,1
702,19960100114,35
703,19960100114,84
704,19960100114,90
705,19960100114,112
706,19960100114,127
707,19960100114,131
708,19960100114,134
709,19960100114,139
710,19960100114,142
711,19960100114,146
712,19960100115,27
713,19960100115,100
714,19960100115,103
715,19960100115,109
716,19960100115,121
717,19960100115,130
718,19960100115,139
719,19960100115,210
720,19960100115,213
721,19960100115,214
722,19960100115,215
723,19960100116,30
724,19960100116,39
725,19960100116,51
726,19960100117,22
727,19960100117,32
728,19960100117,59
729,19960100117,79
730,19960100117,90
731,19960100117,92
732,19960100117,97
733,19960100117,131
734,19960100117,141
735,19960100118,7
736,19960100118,13
737,19960100118,27
738,19960100118,32
739,19960100118,54
740,19960100118,78
741,19960100118,104
742,19960100118,109
743,19960100118,139
744,19960200101,10
745,19960200101,25
746,19960200101,26
747,19960200101,27
748,19960200101,38
749,19960200101,54
750,19960200101,90
751,19960200101,105
752,19960200101,120
753,19960200101,139
754,19960200101,184
755,19960200101,186
756,19960200101,206
757,19960200101,220
758,19960200102,8
759,19960200102,23
760,19960200102,52
761,19960200102,78
762,19960200102,112
763,19960200102,131
764,19960200102,132
765,19960200103,8
766,19960200103,27
767,19960200103,44
768,19960200103,54
769,19960200103,62
770,19960200103,64
771,19960200103,123
772,19960200103,126
773,19960200103,131
774,19960200103,139
775,19960200103,159
776,19960200103,175
777,19960200103,177
778,19960200103,179
779,19960200103,180
780,19960200104,25
781,19960200104,32
782,19960200104,40
783,19960200104,53
784,19960200104,54
785,19960200104,84
786,19960200104,90
787,19960200104,127
788,19960200104,131
789,19960200104,139
790,19960200104,146
791,19960200104,220
792,19960200104,225
793,19960200104,226
794,19960200105,4
795,19960200105,7
796,19960200105,32
797,19960200105,50
798,19960200105,70
799,19960200105,88
800,19960200105,97
801,19960200105,139
802,19960200105,263
803,19960200105,264
804,19960200106,4
805,19960200106,27
806,19960200106,53
807,19960200106,63
808,19960200106,90
809,19960200106,101
810,19960200106,106
811,19960200106,112
812,19960200106,130
813,19960200106,131
814,19960200106,132
815,19960200106,150
816,19960200106,151
817,19960200106,154
818,19960200106,158
819,19960200107,27
820,19960200107,32
821,19960200107,44
822,19960200107,104
823,19960200107,110
824,19960200107,117
825,19960200107,145
826,19960200107,159
827,19960200107,160
828,19960200107,162
829,19960200107,249
830,19960200107,255
831,19960200107,274
832,19960200107,276
833,19960200107,279
834,19960200107,281
835,19960200107,284
836,19960200108,26
837,19960200108,27
838,19960200108,53
839,19960200108,72
840,19960200108,76
841,19960200108,81
842,19960200108,90
843,19960200108,130
844,19960200108,131
845,19960200108,139
846,19960200108,148
847,19960200108,149
848,19960200108,150
849,19960200108,151
850,19960300101,25
851,19960300101,26
852,19960300101,59
853,19960300101,88
854,19960300101,90
855,19960300101,127
856,19960300101,139
857,19960300101,220
858,19960300101,225
859,19960300101,229
860,19960300102,119
861,19960300102,121
862,19960300102,139
863,19960300102,220
864,19960300103,27
865,19960300103,36
866,19960300103,76
867,19960300103,90
868,19960300103,130
869,19960300103,139
870,19960300103,148
871,19960300103,149
872,19960300103,152
873,19960300104,7
874,19960300104,13
875,19960300104,27
876,19960300104,32
877,19960300104,104
878,19960300104,117
879,19960300104,139
880,19960300104,276
881,19960300104,287
882,19960300104,288
883,19960300105,5
884,19960300105,56
885,19960300105,121
886,19960300105,131
887,19960300106,13
888,19960300106,27
889,19960300106,32
890,19960300106,104
891,19960300106,110
892,19960300106,117
893,19960300106,131
894,19960300106,145
895,19960300106,220
896,19960300106,276
897,19960300106,287
898,19960300106,288
899,19960300107,27
900,19960300107,100
901,19960300107,121
902,19960300107,139
903,19960300107,209
904,19960300107,210
905,19960300107,214
906,19960300107,216
907,19960300108,81
908,19960300108,138
909,19960300108,141
910,19960300109,39
911,19960300110,32
912,19960300110,54
913,19960300110,56
914,19960300110,78
915,19960300110,100
916,19960300110,109
917,19960300110,139
918,19960300111,10
919,19960300111,12
920,19960300111,21
921,19960300111,131
922,19960300111,233
923,19960300111,234
924,19960300112,36
925,19960300112,51
926,19960300112,54
927,19960300112,59
928,19960300112,90
929,19960300112,131
930,19960300112,139
931,19960300113,10
932,19960300113,139
933,19960300113,245
934,19960300113,248
935,19960300113,249
936,19960300113,251
937,19960300113,255
938,19960300114,4
939,19960300114,90
940,19960300114,139
941,19960300114,141
942,19960300115,4
943,19960300115,7
944,19960300115,13
945,19960300115,18
946,19960300115,32
947,19960300115,40
948,19960300115,99
949,19960300115,104
950,19960300115,113
951,19960300115,117
952,19960300115,121
953,19960300116,1
954,19960300116,36
955,19960300116,112
956,19960300116,124
957,19960300116,127
958,19960300116,132
959,19960300117,56
960,19960300117,139
961,19960300117,145
962,19960300117,151
963,19960300117,152
964,19960300118,4
965,19960300118,50
966,19960300118,70
967,19960300118,73
968,19960300118,126
969,19960300118,139
970,19960300118,140
971,19960300118,145
972,19960300118,152
973,19960300118,163
974,19960300118,196
975,19960300118,201
976,19960400101,10
977,19960400101,38
978,19960400101,105
979,19960400101,184
980,19960400101,186
981,19960400101,206
982,19960400101,220
983,19960400102,26
984,19960400102,27
985,19960400102,59
986,19960400102,90
987,19960400102,120
988,19960400102,121
989,19960400102,136
990,19960400102,139
991,19960400102,152
992,19960400102,153
993,19960400102,201
994,19960400103,7
995,19960400103,8
996,19960400103,78
997,19960400103,86
998,19960400103,131
999,19960400104,27
1000,19960400104,40
1001,19960400104,54
1002,19960400104,62
1003,19960400104,84
1004,19960400104,90
1005,19960400104,119
1006,19960400104,122
1007,19960400104,126
1008,19960400104,139
1009,19960400104,159
1010,19960400104,177
1011,19960400104,179
1012,19960400104,180
1013,19960400105,40
1014,19960400105,53
1015,19960400105,54
1016,19960400105,62
1017,19960400105,84
1018,19960400105,90
1019,19960400105,119
1020,19960400105,127
1021,19960400105,139
1022,19960400105,146
1023,19960400105,150
1024,19960400105,175
1025,19960400105,177
1026,19960400105,179
1027,19960400106,27
1028,19960400106,29
1029,19960400106,53
1030,19960400106,76
1031,19960400106,90
1032,19960400106,101
1033,19960400106,106
1034,19960400106,112
1035,19960400106,138
1036,19960400106,139
1037,19960400106,150
1038,19960400106,151
1039,19960400106,155
1040,19960400106,156
1041,19960400106,160
1042,19960400107,4
1043,19960400107,50
1044,19960400107,59
1045,19960400107,70
1046,19960400107,86
1047,19960400107,131
1048,19960400107,139
1049,19960400107,245
1050,19960400107,249
1051,19960400107,253
1052,19960400107,256
1053,19960400107,263
1054,19960400107,264
1055,19960400108,26
1056,19960400108,27
1057,19960400108,59
1058,19960400108,90
1059,19960400108,139
1060,19960400108,210
1061,19960400109,15
1062,19960400109,26
1063,19960400109,27
1064,19960400109,53
1065,19960400109,81
1066,19960400109,90
1067,19960400109,130
1068,19960400109,131
1069,19960400109,149
1070,19960400109,150
1071,19960400109,151
1072,19960400109,152
1073,19960400110,7
1074,19960400110,27
1075,19960400110,84
1076,19960400110,90
1077,19960400110,104
1078,19960400110,110
1079,19960400110,117
1080,19960400110,131
1081,19960400110,145
1082,19960400110,273
1083,19960400110,277
1084,19960400110,278
1085,19960400110,279
1086,19960400110,282
1087,19960400110,287
1088,19960400110,288
1089,19970100101,26
1090,19970100101,50
1091,19970100101,119
1092,19970100101,121
1093,19970100101,139
1094,19970100101,217
1095,19970100102,26
1096,19970100102,88
1097,19970100102,90
1098,19970100102,220
1099,19970100102,225
1100,19970100102,226
1101,19970100102,229
1102,19970100103,55
1103,19970100103,245
1104,19970100103,247
1105,19970100103,248
1106,19970100103,249
1107,19970100104,7
1108,19970100104,27
1109,19970100104,53
1110,19970100104,79
1111,19970100104,90
1112,19970100104,130
1113,19970100104,135
1114,19970100104,149
1115,19970100104,225
1116,19970100104,226
1117,19970100105,5
1118,19970100105,19
1119,19970100105,56
1120,19970100105,85
1121,19970100105,99
1122,19970100105,121
1123,19970100105,131
1124,19970100105,145
1125,19970100105,152
1126,19970100106,26
1127,19970100106,27
1128,19970100106,53
1129,19970100106,90
1130,19970100106,150
1131,19970100106,276
1132,19970100107,10
1133,19970100107,36
1134,19970100107,58
1135,19970100107,84
1136,19970100107,90
1137,19970100107,92
1138,19970100107,107
1139,19970100107,112
1140,19970100107,127
1141,19970100107,139
1142,19970100107,142
1143,19970100108,21
1144,19970100108,139
1145,19970100108,234
1146,19970100109,100
1147,19970100109,139
1148,19970100109,209
1149,19970100110,72
1150,19970100110,79
1151,19970100110,90
1152,19970100110,92
1153,19970100110,131
1154,19970100110,141
1155,19970100111,30
1156,19970100112,7
1157,19970100112,32
1158,19970100112,70
1159,19970100112,73
1160,19970100112,88
1161,19970100112,125
1162,19970100112,126
1163,19970100112,131
1164,19970100112,139
1165,19970100112,140
1166,19970100112,145
1167,19970100112,163
1168,19970100112,196
1169,19970100112,201
1170,19970100113,4
1171,19970100113,10
1172,19970100113,250
1173,19970100114,4
1174,19970100114,26
1175,19970100114,32
1176,19970100114,72
1177,19970100114,81
1178,19970100114,90
1179,19970100114,135
1180,19970100114,139
1181,19970100114,224
1182,19970100114,225
1183,19970100114,226
1184,19970100114,227
1185,19970100114,228
1186,19970100115,4
1187,19970100115,5
1188,19970100115,7
1189,19970100115,18
1190,19970100115,32
1191,19970100115,59
1192,19970100115,86
1193,19970100115,88
1194,19970100115,90
1195,19970100115,99
1196,19970100116,7
1197,19970100116,27
1198,19970100116,32
1199,19970100116,48
1200,19970100116,59
1201,19970100116,90
1202,19970100116,104
1203,19970100116,110
1204,19970100116,117
1205,19970100116,131
1206,19970100116,145
1207,19970100116,274
1208,19970100116,276
1209,19970100116,277
1210,19970100116,287
1211,19970100116,288
1212,19970100117,4
1213,19970100117,79
1214,19970100117,88
1215,19970100117,90
1216,19970100117,92
1217,19970100117,131
1218,19970100117,139
1219,19970100117,141
1220,19970200101,10
1221,19970200101,38
1222,19970200101,49
1223,19970200101,61
1224,19970200101,105
1225,19970200101,122
1226,19970200101,139
1227,19970200101,186
1228,19970200101,220
1229,19970200102,25
1230,19970200102,52
1231,19970200102,56
1232,19970200102,78
1233,19970200102,115
1234,19970200102,131
1235,19970200102,139
1236,19970200103,4
1237,19970200103,10
1238,19970200103,27
1239,19970200103,30
1240,19970200103,50
1241,19970200103,53
1242,19970200103,139
1243,19970200103,152
1244,19970200103,245
1245,19970200103,249
1246,19970200104,25
1247,19970200104,32
1248,19970200104,50
1249,19970200104,54
1250,19970200104,84
1251,19970200104,90
1252,19970200104,127
1253,19970200104,131
1254,19970200104,139
1255,19970200104,146
1256,19970200104,179
1257,19970200104,225
1258,19970200104,230
1259,19970200105,29
1260,19970200105,62
1261,19970200105,102
1262,19970200105,132
1263,19970200105,139
1264,19970200105,177
1265,19970200105,179
1266,19970200105,180
1267,19970200106,26
1268,19970200106,27
1269,19970200106,76
1270,19970200106,90
1271,19970200106,126
1272,19970200106,139
1273,19970200106,148
1274,19970200106,150
1275,19970200106,153
1276,19970200106,155
1277,19970200107,7
1278,19970200107,27
1279,19970200107,32
1280,19970200107,84
1281,19970200107,90
1282,19970200107,104
1283,19970200107,110
1284,19970200107,117
1285,19970200107,145
1286,19970200107,273
1287,19970200107,277
1288,19970200107,278
1289,19970200107,279
1290,19970200107,282
1291,19970200107,287
1292,19970200107,288
1293,19970200108,15
1294,19970200108,26
1295,19970200108,27
1296,19970200108,40
1297,19970200108,54
1298,19970200108,59
1299,19970200108,81
1300,19970200108,90
1301,19970200108,121
1302,19970200108,126
1303,19970200108,130
1304,19970200108,131
1305,19970200108,139
1306,19970200108,150
1307,19970200108,152
1308,19970200108,155
1309,19970300101,26
1310,19970300101,27
1311,19970300101,59
1312,19970300101,90
1313,19970300101,121
1314,19970300101,139
1315,19970300101,210
1316,19970300102,26
1317,19970300102,40
1318,19970300102,81
1319,19970300102,88
1320,19970300102,90
1321,19970300102,220
1322,19970300102,226
1323,19970300102,228
1324,19970300102,229
1325,19970300103,7
1326,19970300103,25
1327,19970300103,27
1328,19970300103,79
1329,19970300103,130
1330,19970300103,135
1331,19970300103,139
1332,19970300103,152
1333,19970300103,226
1334,19970300104,100
1335,19970300104,139
1336,19970300104,209
1337,19970300105,21
1338,19970300105,234
1339,19970300106,56
1340,19970300106,101
1341,19970300106,112
1342,19970300106,138
1343,19970300106,139
1344,19970300106,151
1345,19970300107,30
1346,19970300107,51
1347,19970300107,121
1348,19970300107,139
1349,19970300108,2
1350,19970300108,4
1351,19970300108,26
1352,19970300108,32
1353,19970300108,50
1354,19970300108,82
1355,19970300108,94
1356,19970300108,111
1357,19970300109,4
1358,19970300109,6
1359,19970300109,7
1360,19970300109,16
1361,19970300109,17
1362,19970300109,18
1363,19970300109,99
1364,19970300109,104
1365,19970300109,117
1366,19970300110,1
1367,19970300110,25
1368,19970300110,58
1369,19970300110,84
1370,19970300110,90
1371,19970300110,107
1372,19970300110,112
1373,19970300110,121
1374,19970300110,127
1375,19970300110,131
1376,19970300110,139
1377,19970300110,142
1378,19970300111,7
1379,19970300111,26
1380,19970300111,27
1381,19970300111,32
1382,19970300111,59
1383,19970300111,90
1384,19970300111,104
1385,19970300111,110
1386,19970300111,117
1387,19970300111,145
1388,19970300111,220
1389,19970300111,276
1390,19970300111,287
1391,19970300111,288
1392,19970300112,26
1393,19970300112,27
1394,19970300112,53
1395,19970300112,73
1396,19970300112,76
1397,19970300112,84
1398,19970300112,90
1399,19970300112,139
1400,19970300112,148
1401,19970300112,150
1402,19970300112,163
1403,19970300112,276
1404,19970300112,282
1405,19970300113,7
1406,19970300113,19
1407,19970300113,70
1408,19970300113,73
1409,19970300113,99
1410,19970300113,126
1411,19970300113,139
1412,19970300113,140
1413,19970300113,145
1414,19970300113,197
1415,19970300113,201
1416,19970300114,4
1417,19970300114,10
1418,19970300114,246
1419,19970300115,7
1420,19970300115,26
1421,19970300115,40
1422,19970300115,81
1423,19970300115,82
1424,19970300115,90
1425,19970300115,144
1426,19970300115,225
1427,19970300115,226
1428,19970300115,227
1429,19970300115,228
1430,19970300115,229
1431,19970300116,79
1432,19970300116,90
1433,19970300116,92
1434,19970300116,131
1435,19970300116,141
1436,19970300117,30
1437,19970300118,32
1438,19970300118,54
1439,19970300118,119
1440,19970400101,10
1441,19970400101,26
1442,19970400101,27
1443,19970400101,38
1444,19970400101,49
1445,19970400101,59
1446,19970400101,90
1447,19970400101,105
1448,19970400101,139
1449,19970400101,186
1450,19970400101,205
1451,19970400101,206
1452,19970400101,217
1453,19970400102,8
1454,19970400102,50
1455,19970400102,52
1456,19970400102,125
1457,19970400102,131
1458,19970400102,139
1459,19970400103,25
1460,19970400103,32
1461,19970400103,54
1462,19970400103,127
1463,19970400103,131
1464,19970400103,139
1465,19970400103,144
1466,19970400103,225
1467,19970400103,230
1468,19970400104,29
1469,19970400104,62
1470,19970400104,122
1471,19970400104,132
1472,19970400104,139
1473,19970400104,159
1474,19970400104,178
1475,19970400104,180
1476,19970400105,2
1477,19970400105,4
1478,19970400105,25
1479,19970400105,26
1480,19970400105,27
1481,19970400105,50
1482,19970400105,71
1483,19970400105,90
1484,19970400105,126
1485,19970400105,160
1486,19970400105,245
1487,19970400105,252
1488,19970400105,262
1489,19970400105,263
1490,19970400105,264
1491,19970400106,5
1492,19970400106,25
1493,19970400106,27
1494,19970400106,53
1495,19970400106,56
1496,19970400106,90
